H,contrast,droc,droc_lo,droc_hi,dpr,dpr_lo,dpr_hi,nboot
90,M_bf-Mrole,-0.01858327859195885,-0.044141268335577195,0.0034227214239762366,0.0010105181542480208,-0.004506520013633665,0.012273233149847618,1000
90,M_sa-Mrole,0.014472971037036542,-0.0065526414892237515,0.03920023491970192,0.0014483341219992535,-0.007458439489210425,0.00968839405809559,1000
150,M_bf-Mrole,-0.00439598585069001,-0.02197608003635055,0.015373440026700949,0.0011210893622582777,-0.0036461588007109125,0.01301975849026966,1000
150,M_sa-Mrole,0.01651998318898329,0.0013477001669222194,0.02979200709679322,0.002593413478341671,-0.0042005312398209205,0.009244536972415496,1000
