foldset,H,B,F,end,embargo,fold,n_windows,n_pos,n_distinct_surg,base_rate
main,90,0,30,cons_2023-12-31,none,train,7408,70,40,0.009449244060475162
main,90,0,30,cons_2023-12-31,none,valid,2180,23,13,0.01055045871559633
main,90,0,30,cons_2023-12-31,none,test,4540,65,39,0.014317180616740088
main,90,0,30,cons_2023-12-31,strict,train,7408,70,40,0.009449244060475162
main,90,0,30,cons_2023-12-31,strict,valid,2180,23,13,0.01055045871559633
main,90,0,30,cons_2023-12-31,strict,test,4540,65,39,0.014317180616740088
main,90,0,30,e0a_2024-12-31,none,train,7408,70,40,0.009449244060475162
main,90,0,30,e0a_2024-12-31,none,valid,2180,23,13,0.01055045871559633
main,90,0,30,e0a_2024-12-31,none,test,4540,65,39,0.014317180616740088
main,90,0,30,e0a_2024-12-31,strict,train,7408,70,40,0.009449244060475162
main,90,0,30,e0a_2024-12-31,strict,valid,2180,23,13,0.01055045871559633
main,90,0,30,e0a_2024-12-31,strict,test,4540,65,39,0.014317180616740088
main,90,0,365,cons_2023-12-31,none,train,13289,138,60,0.010384528557453533
main,90,0,365,cons_2023-12-31,none,valid,3660,35,17,0.009562841530054645
main,90,0,365,cons_2023-12-31,none,test,8011,118,52,0.014729746598427162
main,90,0,365,cons_2023-12-31,strict,train,13289,138,60,0.010384528557453533
main,90,0,365,cons_2023-12-31,strict,valid,3660,35,17,0.009562841530054645
main,90,0,365,cons_2023-12-31,strict,test,8011,118,52,0.014729746598427162
main,90,0,365,e0a_2024-12-31,none,train,13289,138,60,0.010384528557453533
main,90,0,365,e0a_2024-12-31,none,valid,3660,35,17,0.009562841530054645
main,90,0,365,e0a_2024-12-31,none,test,8011,118,52,0.014729746598427162
main,90,0,365,e0a_2024-12-31,strict,train,13289,138,60,0.010384528557453533
main,90,0,365,e0a_2024-12-31,strict,valid,3660,35,17,0.009562841530054645
main,90,0,365,e0a_2024-12-31,strict,test,8011,118,52,0.014729746598427162
main,90,0,730,cons_2023-12-31,none,train,15159,143,60,0.009433339930074542
main,90,0,730,cons_2023-12-31,none,valid,4360,36,18,0.008256880733944955
main,90,0,730,cons_2023-12-31,none,test,9689,119,52,0.012281969243471979
main,90,0,730,cons_2023-12-31,strict,train,15159,143,60,0.009433339930074542
main,90,0,730,cons_2023-12-31,strict,valid,4360,36,18,0.008256880733944955
main,90,0,730,cons_2023-12-31,strict,test,9689,119,52,0.012281969243471979
main,90,0,730,e0a_2024-12-31,none,train,15159,143,60,0.009433339930074542
main,90,0,730,e0a_2024-12-31,none,valid,4360,36,18,0.008256880733944955
main,90,0,730,e0a_2024-12-31,none,test,9689,119,52,0.012281969243471979
main,90,0,730,e0a_2024-12-31,strict,train,15159,143,60,0.009433339930074542
main,90,0,730,e0a_2024-12-31,strict,valid,4360,36,18,0.008256880733944955
main,90,0,730,e0a_2024-12-31,strict,test,9689,119,52,0.012281969243471979
main,90,0,INF,cons_2023-12-31,none,train,16434,143,60,0.008701472556894244
main,90,0,INF,cons_2023-12-31,none,valid,5826,38,19,0.006522485410230003
main,90,0,INF,cons_2023-12-31,none,test,13899,121,53,0.008705662277861717
main,90,0,INF,cons_2023-12-31,strict,train,16434,143,60,0.008701472556894244
main,90,0,INF,cons_2023-12-31,strict,valid,5826,38,19,0.006522485410230003
main,90,0,INF,cons_2023-12-31,strict,test,13899,121,53,0.008705662277861717
main,90,0,INF,e0a_2024-12-31,none,train,16434,143,60,0.008701472556894244
main,90,0,INF,e0a_2024-12-31,none,valid,5826,38,19,0.006522485410230003
main,90,0,INF,e0a_2024-12-31,none,test,13899,121,53,0.008705662277861717
main,90,0,INF,e0a_2024-12-31,strict,train,16434,143,60,0.008701472556894244
main,90,0,INF,e0a_2024-12-31,strict,valid,5826,38,19,0.006522485410230003
main,90,0,INF,e0a_2024-12-31,strict,test,13899,121,53,0.008705662277861717
main,90,30,30,cons_2023-12-31,none,train,7408,44,32,0.005939524838012959
main,90,30,30,cons_2023-12-31,none,valid,2180,17,10,0.007798165137614679
main,90,30,30,cons_2023-12-31,none,test,4540,49,33,0.01079295154185022
main,90,30,30,cons_2023-12-31,strict,train,7408,44,32,0.005939524838012959
main,90,30,30,cons_2023-12-31,strict,valid,2180,17,10,0.007798165137614679
main,90,30,30,cons_2023-12-31,strict,test,4540,49,33,0.01079295154185022
main,90,30,30,e0a_2024-12-31,none,train,7408,44,32,0.005939524838012959
main,90,30,30,e0a_2024-12-31,none,valid,2180,17,10,0.007798165137614679
main,90,30,30,e0a_2024-12-31,none,test,4540,49,33,0.01079295154185022
main,90,30,30,e0a_2024-12-31,strict,train,7408,44,32,0.005939524838012959
main,90,30,30,e0a_2024-12-31,strict,valid,2180,17,10,0.007798165137614679
main,90,30,30,e0a_2024-12-31,strict,test,4540,49,33,0.01079295154185022
main,90,30,365,cons_2023-12-31,none,train,13289,87,51,0.00654676800361201
main,90,30,365,cons_2023-12-31,none,valid,3660,23,13,0.006284153005464481
main,90,30,365,cons_2023-12-31,none,test,8011,75,44,0.009362127075271502
main,90,30,365,cons_2023-12-31,strict,train,13289,87,51,0.00654676800361201
main,90,30,365,cons_2023-12-31,strict,valid,3660,23,13,0.006284153005464481
main,90,30,365,cons_2023-12-31,strict,test,8011,75,44,0.009362127075271502
main,90,30,365,e0a_2024-12-31,none,train,13289,87,51,0.00654676800361201
main,90,30,365,e0a_2024-12-31,none,valid,3660,23,13,0.006284153005464481
main,90,30,365,e0a_2024-12-31,none,test,8011,75,44,0.009362127075271502
main,90,30,365,e0a_2024-12-31,strict,train,13289,87,51,0.00654676800361201
main,90,30,365,e0a_2024-12-31,strict,valid,3660,23,13,0.006284153005464481
main,90,30,365,e0a_2024-12-31,strict,test,8011,75,44,0.009362127075271502
main,90,30,730,cons_2023-12-31,none,train,15159,91,53,0.006003034500956527
main,90,30,730,cons_2023-12-31,none,valid,4360,23,13,0.005275229357798165
main,90,30,730,cons_2023-12-31,none,test,9689,76,44,0.007843946743730004
main,90,30,730,cons_2023-12-31,strict,train,15159,91,53,0.006003034500956527
main,90,30,730,cons_2023-12-31,strict,valid,4360,23,13,0.005275229357798165
main,90,30,730,cons_2023-12-31,strict,test,9689,76,44,0.007843946743730004
main,90,30,730,e0a_2024-12-31,none,train,15159,91,53,0.006003034500956527
main,90,30,730,e0a_2024-12-31,none,valid,4360,23,13,0.005275229357798165
main,90,30,730,e0a_2024-12-31,none,test,9689,76,44,0.007843946743730004
main,90,30,730,e0a_2024-12-31,strict,train,15159,91,53,0.006003034500956527
main,90,30,730,e0a_2024-12-31,strict,valid,4360,23,13,0.005275229357798165
main,90,30,730,e0a_2024-12-31,strict,test,9689,76,44,0.007843946743730004
main,90,30,INF,cons_2023-12-31,none,train,16434,91,53,0.0055373007180236095
main,90,30,INF,cons_2023-12-31,none,valid,5826,25,14,0.004291108822519739
main,90,30,INF,cons_2023-12-31,none,test,13899,78,45,0.005611914526224908
main,90,30,INF,cons_2023-12-31,strict,train,16434,91,53,0.0055373007180236095
main,90,30,INF,cons_2023-12-31,strict,valid,5826,25,14,0.004291108822519739
main,90,30,INF,cons_2023-12-31,strict,test,13899,78,45,0.005611914526224908
main,90,30,INF,e0a_2024-12-31,none,train,16434,91,53,0.0055373007180236095
main,90,30,INF,e0a_2024-12-31,none,valid,5826,25,14,0.004291108822519739
main,90,30,INF,e0a_2024-12-31,none,test,13899,78,45,0.005611914526224908
main,90,30,INF,e0a_2024-12-31,strict,train,16434,91,53,0.0055373007180236095
main,90,30,INF,e0a_2024-12-31,strict,valid,5826,25,14,0.004291108822519739
main,90,30,INF,e0a_2024-12-31,strict,test,13899,78,45,0.005611914526224908
main,90,60,30,cons_2023-12-31,none,train,7408,18,18,0.002429805615550756
main,90,60,30,cons_2023-12-31,none,valid,2180,7,7,0.003211009174311927
main,90,60,30,cons_2023-12-31,none,test,4540,22,22,0.004845814977973568
main,90,60,30,cons_2023-12-31,strict,train,7408,18,18,0.002429805615550756
main,90,60,30,cons_2023-12-31,strict,valid,2180,7,7,0.003211009174311927
main,90,60,30,cons_2023-12-31,strict,test,4540,22,22,0.004845814977973568
main,90,60,30,e0a_2024-12-31,none,train,7408,18,18,0.002429805615550756
main,90,60,30,e0a_2024-12-31,none,valid,2180,7,7,0.003211009174311927
main,90,60,30,e0a_2024-12-31,none,test,4540,22,22,0.004845814977973568
main,90,60,30,e0a_2024-12-31,strict,train,7408,18,18,0.002429805615550756
main,90,60,30,e0a_2024-12-31,strict,valid,2180,7,7,0.003211009174311927
main,90,60,30,e0a_2024-12-31,strict,test,4540,22,22,0.004845814977973568
main,90,60,365,cons_2023-12-31,none,train,13289,40,40,0.0030100082775227632
main,90,60,365,cons_2023-12-31,none,valid,3660,11,11,0.003005464480874317
main,90,60,365,cons_2023-12-31,none,test,8011,34,34,0.004244164274123081
main,90,60,365,cons_2023-12-31,strict,train,13289,40,40,0.0030100082775227632
main,90,60,365,cons_2023-12-31,strict,valid,3660,11,11,0.003005464480874317
main,90,60,365,cons_2023-12-31,strict,test,8011,34,34,0.004244164274123081
main,90,60,365,e0a_2024-12-31,none,train,13289,40,40,0.0030100082775227632
main,90,60,365,e0a_2024-12-31,none,valid,3660,11,11,0.003005464480874317
main,90,60,365,e0a_2024-12-31,none,test,8011,34,34,0.004244164274123081
main,90,60,365,e0a_2024-12-31,strict,train,13289,40,40,0.0030100082775227632
main,90,60,365,e0a_2024-12-31,strict,valid,3660,11,11,0.003005464480874317
main,90,60,365,e0a_2024-12-31,strict,test,8011,34,34,0.004244164274123081
main,90,60,730,cons_2023-12-31,none,train,15159,42,42,0.002770631308133782
main,90,60,730,cons_2023-12-31,none,valid,4360,11,11,0.002522935779816514
main,90,60,730,cons_2023-12-31,none,test,9689,35,35,0.0036123438951388173
main,90,60,730,cons_2023-12-31,strict,train,15159,42,42,0.002770631308133782
main,90,60,730,cons_2023-12-31,strict,valid,4360,11,11,0.002522935779816514
main,90,60,730,cons_2023-12-31,strict,test,9689,35,35,0.0036123438951388173
main,90,60,730,e0a_2024-12-31,none,train,15159,42,42,0.002770631308133782
main,90,60,730,e0a_2024-12-31,none,valid,4360,11,11,0.002522935779816514
main,90,60,730,e0a_2024-12-31,none,test,9689,35,35,0.0036123438951388173
main,90,60,730,e0a_2024-12-31,strict,train,15159,42,42,0.002770631308133782
main,90,60,730,e0a_2024-12-31,strict,valid,4360,11,11,0.002522935779816514
main,90,60,730,e0a_2024-12-31,strict,test,9689,35,35,0.0036123438951388173
main,90,60,INF,cons_2023-12-31,none,train,16434,42,42,0.002555677254472435
main,90,60,INF,cons_2023-12-31,none,valid,5826,12,12,0.0020597322348094747
main,90,60,INF,cons_2023-12-31,none,test,13899,36,36,0.0025901143967191884
main,90,60,INF,cons_2023-12-31,strict,train,16434,42,42,0.002555677254472435
main,90,60,INF,cons_2023-12-31,strict,valid,5826,12,12,0.0020597322348094747
main,90,60,INF,cons_2023-12-31,strict,test,13899,36,36,0.0025901143967191884
main,90,60,INF,e0a_2024-12-31,none,train,16434,42,42,0.002555677254472435
main,90,60,INF,e0a_2024-12-31,none,valid,5826,12,12,0.0020597322348094747
main,90,60,INF,e0a_2024-12-31,none,test,13899,36,36,0.0025901143967191884
main,90,60,INF,e0a_2024-12-31,strict,train,16434,42,42,0.002555677254472435
main,90,60,INF,e0a_2024-12-31,strict,valid,5826,12,12,0.0020597322348094747
main,90,60,INF,e0a_2024-12-31,strict,test,13899,36,36,0.0025901143967191884
main,150,0,30,cons_2023-12-31,none,train,7408,102,44,0.01376889848812095
main,150,0,30,cons_2023-12-31,none,valid,2180,31,14,0.014220183486238533
main,150,0,30,cons_2023-12-31,none,test,4103,89,43,0.02169144528393858
main,150,0,30,cons_2023-12-31,strict,train,7408,102,44,0.01376889848812095
main,150,0,30,cons_2023-12-31,strict,valid,2180,31,14,0.014220183486238533
main,150,0,30,cons_2023-12-31,strict,test,4103,89,43,0.02169144528393858
main,150,0,30,e0a_2024-12-31,none,train,7408,102,44,0.01376889848812095
main,150,0,30,e0a_2024-12-31,none,valid,2180,31,14,0.014220183486238533
main,150,0,30,e0a_2024-12-31,none,test,4540,95,43,0.02092511013215859
main,150,0,30,e0a_2024-12-31,strict,train,7408,102,44,0.01376889848812095
main,150,0,30,e0a_2024-12-31,strict,valid,2180,31,14,0.014220183486238533
main,150,0,30,e0a_2024-12-31,strict,test,4540,95,43,0.02092511013215859
main,150,0,365,cons_2023-12-31,none,train,13289,205,62,0.015426292422304162
main,150,0,365,cons_2023-12-31,none,valid,3660,47,17,0.012841530054644808
main,150,0,365,cons_2023-12-31,none,test,7349,156,56,0.021227377874540754
main,150,0,365,cons_2023-12-31,strict,train,13289,205,62,0.015426292422304162
main,150,0,365,cons_2023-12-31,strict,valid,3660,47,17,0.012841530054644808
main,150,0,365,cons_2023-12-31,strict,test,7349,156,56,0.021227377874540754
main,150,0,365,e0a_2024-12-31,none,train,13289,205,62,0.015426292422304162
main,150,0,365,e0a_2024-12-31,none,valid,3660,47,17,0.012841530054644808
main,150,0,365,e0a_2024-12-31,none,test,8011,162,56,0.020222194482586442
main,150,0,365,e0a_2024-12-31,strict,train,13289,205,62,0.015426292422304162
main,150,0,365,e0a_2024-12-31,strict,valid,3660,47,17,0.012841530054644808
main,150,0,365,e0a_2024-12-31,strict,test,8011,162,56,0.020222194482586442
main,150,0,730,cons_2023-12-31,none,train,15159,212,62,0.013985091364865756
main,150,0,730,cons_2023-12-31,none,valid,4360,49,18,0.011238532110091744
main,150,0,730,cons_2023-12-31,none,test,8870,159,56,0.017925591882750846
main,150,0,730,cons_2023-12-31,strict,train,15159,212,62,0.013985091364865756
main,150,0,730,cons_2023-12-31,strict,valid,4360,49,18,0.011238532110091744
main,150,0,730,cons_2023-12-31,strict,test,8870,159,56,0.017925591882750846
main,150,0,730,e0a_2024-12-31,none,train,15159,212,62,0.013985091364865756
main,150,0,730,e0a_2024-12-31,none,valid,4360,49,18,0.011238532110091744
main,150,0,730,e0a_2024-12-31,none,test,9689,165,56,0.017029621219940137
main,150,0,730,e0a_2024-12-31,strict,train,15159,212,62,0.013985091364865756
main,150,0,730,e0a_2024-12-31,strict,valid,4360,49,18,0.011238532110091744
main,150,0,730,e0a_2024-12-31,strict,test,9689,165,56,0.017029621219940137
main,150,0,INF,cons_2023-12-31,none,train,16434,212,62,0.012900085189241815
main,150,0,INF,cons_2023-12-31,none,valid,5826,53,19,0.009097150703741846
main,150,0,INF,cons_2023-12-31,none,test,12647,161,57,0.012730291768798925
main,150,0,INF,cons_2023-12-31,strict,train,16434,212,62,0.012900085189241815
main,150,0,INF,cons_2023-12-31,strict,valid,5826,53,19,0.009097150703741846
main,150,0,INF,cons_2023-12-31,strict,test,12647,161,57,0.012730291768798925
main,150,0,INF,e0a_2024-12-31,none,train,16434,212,62,0.012900085189241815
main,150,0,INF,e0a_2024-12-31,none,valid,5826,53,19,0.009097150703741846
main,150,0,INF,e0a_2024-12-31,none,test,13899,167,57,0.01201525289589179
main,150,0,INF,e0a_2024-12-31,strict,train,16434,212,62,0.012900085189241815
main,150,0,INF,e0a_2024-12-31,strict,valid,5826,53,19,0.009097150703741846
main,150,0,INF,e0a_2024-12-31,strict,test,13899,167,57,0.01201525289589179
main,150,30,30,cons_2023-12-31,none,train,7408,76,37,0.010259179265658747
main,150,30,30,cons_2023-12-31,none,valid,2180,25,11,0.011467889908256881
main,150,30,30,cons_2023-12-31,none,test,4103,74,37,0.018035583719229833
main,150,30,30,cons_2023-12-31,strict,train,7408,76,37,0.010259179265658747
main,150,30,30,cons_2023-12-31,strict,valid,2180,25,11,0.011467889908256881
main,150,30,30,cons_2023-12-31,strict,test,4103,74,37,0.018035583719229833
main,150,30,30,e0a_2024-12-31,none,train,7408,76,37,0.010259179265658747
main,150,30,30,e0a_2024-12-31,none,valid,2180,25,11,0.011467889908256881
main,150,30,30,e0a_2024-12-31,none,test,4540,79,37,0.01740088105726872
main,150,30,30,e0a_2024-12-31,strict,train,7408,76,37,0.010259179265658747
main,150,30,30,e0a_2024-12-31,strict,valid,2180,25,11,0.011467889908256881
main,150,30,30,e0a_2024-12-31,strict,test,4540,79,37,0.01740088105726872
main,150,30,365,cons_2023-12-31,none,train,13289,154,55,0.011588531868462638
main,150,30,365,cons_2023-12-31,none,valid,3660,35,13,0.009562841530054645
main,150,30,365,cons_2023-12-31,none,test,7349,114,48,0.015512314600625935
main,150,30,365,cons_2023-12-31,strict,train,13289,154,55,0.011588531868462638
main,150,30,365,cons_2023-12-31,strict,valid,3660,35,13,0.009562841530054645
main,150,30,365,cons_2023-12-31,strict,test,7349,114,48,0.015512314600625935
main,150,30,365,e0a_2024-12-31,none,train,13289,154,55,0.011588531868462638
main,150,30,365,e0a_2024-12-31,none,valid,3660,35,13,0.009562841530054645
main,150,30,365,e0a_2024-12-31,none,test,8011,119,48,0.014854574959430782
main,150,30,365,e0a_2024-12-31,strict,train,13289,154,55,0.011588531868462638
main,150,30,365,e0a_2024-12-31,strict,valid,3660,35,13,0.009562841530054645
main,150,30,365,e0a_2024-12-31,strict,test,8011,119,48,0.014854574959430782
main,150,30,730,cons_2023-12-31,none,train,15159,160,55,0.01055478593574774
main,150,30,730,cons_2023-12-31,none,valid,4360,36,13,0.008256880733944955
main,150,30,730,cons_2023-12-31,none,test,8870,117,48,0.013190529875986472
main,150,30,730,cons_2023-12-31,strict,train,15159,160,55,0.01055478593574774
main,150,30,730,cons_2023-12-31,strict,valid,4360,36,13,0.008256880733944955
main,150,30,730,cons_2023-12-31,strict,test,8870,117,48,0.013190529875986472
main,150,30,730,e0a_2024-12-31,none,train,15159,160,55,0.01055478593574774
main,150,30,730,e0a_2024-12-31,none,valid,4360,36,13,0.008256880733944955
main,150,30,730,e0a_2024-12-31,none,test,9689,122,48,0.012591598720198162
main,150,30,730,e0a_2024-12-31,strict,train,15159,160,55,0.01055478593574774
main,150,30,730,e0a_2024-12-31,strict,valid,4360,36,13,0.008256880733944955
main,150,30,730,e0a_2024-12-31,strict,test,9689,122,48,0.012591598720198162
main,150,30,INF,cons_2023-12-31,none,train,16434,160,55,0.009735913350371182
main,150,30,INF,cons_2023-12-31,none,valid,5826,40,14,0.006865774116031583
main,150,30,INF,cons_2023-12-31,none,test,12647,119,49,0.009409346089981814
main,150,30,INF,cons_2023-12-31,strict,train,16434,160,55,0.009735913350371182
main,150,30,INF,cons_2023-12-31,strict,valid,5826,40,14,0.006865774116031583
main,150,30,INF,cons_2023-12-31,strict,test,12647,119,49,0.009409346089981814
main,150,30,INF,e0a_2024-12-31,none,train,16434,160,55,0.009735913350371182
main,150,30,INF,e0a_2024-12-31,none,valid,5826,40,14,0.006865774116031583
main,150,30,INF,e0a_2024-12-31,none,test,13899,124,49,0.008921505144254983
main,150,30,INF,e0a_2024-12-31,strict,train,16434,160,55,0.009735913350371182
main,150,30,INF,e0a_2024-12-31,strict,valid,5826,40,14,0.006865774116031583
main,150,30,INF,e0a_2024-12-31,strict,test,13899,124,49,0.008921505144254983
main,150,60,30,cons_2023-12-31,none,train,7408,50,24,0.006749460043196544
main,150,60,30,cons_2023-12-31,none,valid,2180,15,8,0.006880733944954129
main,150,60,30,cons_2023-12-31,none,test,4103,50,27,0.012186205215695833
main,150,60,30,cons_2023-12-31,strict,train,7408,50,24,0.006749460043196544
main,150,60,30,cons_2023-12-31,strict,valid,2180,15,8,0.006880733944954129
main,150,60,30,cons_2023-12-31,strict,test,4103,50,27,0.012186205215695833
main,150,60,30,e0a_2024-12-31,none,train,7408,50,24,0.006749460043196544
main,150,60,30,e0a_2024-12-31,none,valid,2180,15,8,0.006880733944954129
main,150,60,30,e0a_2024-12-31,none,test,4540,52,27,0.01145374449339207
main,150,60,30,e0a_2024-12-31,strict,train,7408,50,24,0.006749460043196544
main,150,60,30,e0a_2024-12-31,strict,valid,2180,15,8,0.006880733944954129
main,150,60,30,e0a_2024-12-31,strict,test,4540,52,27,0.01145374449339207
main,150,60,365,cons_2023-12-31,none,train,13289,107,47,0.008051772142373391
main,150,60,365,cons_2023-12-31,none,valid,3660,23,11,0.006284153005464481
main,150,60,365,cons_2023-12-31,none,test,7349,76,38,0.010341543067083956
main,150,60,365,cons_2023-12-31,strict,train,13289,107,47,0.008051772142373391
main,150,60,365,cons_2023-12-31,strict,valid,3660,23,11,0.006284153005464481
main,150,60,365,cons_2023-12-31,strict,test,7349,76,38,0.010341543067083956
main,150,60,365,e0a_2024-12-31,none,train,13289,107,47,0.008051772142373391
main,150,60,365,e0a_2024-12-31,none,valid,3660,23,11,0.006284153005464481
main,150,60,365,e0a_2024-12-31,none,test,8011,78,38,0.009736612158282362
main,150,60,365,e0a_2024-12-31,strict,train,13289,107,47,0.008051772142373391
main,150,60,365,e0a_2024-12-31,strict,valid,3660,23,11,0.006284153005464481
main,150,60,365,e0a_2024-12-31,strict,test,8011,78,38,0.009736612158282362
main,150,60,730,cons_2023-12-31,none,train,15159,111,47,0.007322382742924995
main,150,60,730,cons_2023-12-31,none,valid,4360,24,11,0.005504587155963303
main,150,60,730,cons_2023-12-31,none,test,8870,79,39,0.00890642615558061
main,150,60,730,cons_2023-12-31,strict,train,15159,111,47,0.007322382742924995
main,150,60,730,cons_2023-12-31,strict,valid,4360,24,11,0.005504587155963303
main,150,60,730,cons_2023-12-31,strict,test,8870,79,39,0.00890642615558061
main,150,60,730,e0a_2024-12-31,none,train,15159,111,47,0.007322382742924995
main,150,60,730,e0a_2024-12-31,none,valid,4360,24,11,0.005504587155963303
main,150,60,730,e0a_2024-12-31,none,test,9689,81,39,0.008359995871606978
main,150,60,730,e0a_2024-12-31,strict,train,15159,111,47,0.007322382742924995
main,150,60,730,e0a_2024-12-31,strict,valid,4360,24,11,0.005504587155963303
main,150,60,730,e0a_2024-12-31,strict,test,9689,81,39,0.008359995871606978
main,150,60,INF,cons_2023-12-31,none,train,16434,111,47,0.006754289886820007
main,150,60,INF,cons_2023-12-31,none,valid,5826,27,12,0.004634397528321318
main,150,60,INF,cons_2023-12-31,none,test,12647,80,40,0.006325610816794496
main,150,60,INF,cons_2023-12-31,strict,train,16434,111,47,0.006754289886820007
main,150,60,INF,cons_2023-12-31,strict,valid,5826,27,12,0.004634397528321318
main,150,60,INF,cons_2023-12-31,strict,test,12647,80,40,0.006325610816794496
main,150,60,INF,e0a_2024-12-31,none,train,16434,111,47,0.006754289886820007
main,150,60,INF,e0a_2024-12-31,none,valid,5826,27,12,0.004634397528321318
main,150,60,INF,e0a_2024-12-31,none,test,13899,82,40,0.0058997050147492625
main,150,60,INF,e0a_2024-12-31,strict,train,16434,111,47,0.006754289886820007
main,150,60,INF,e0a_2024-12-31,strict,valid,5826,27,12,0.004634397528321318
main,150,60,INF,e0a_2024-12-31,strict,test,13899,82,40,0.0058997050147492625
main,150,90,30,cons_2023-12-31,none,train,7408,32,20,0.004319654427645789
main,150,90,30,cons_2023-12-31,none,valid,2180,8,6,0.003669724770642202
main,150,90,30,cons_2023-12-31,none,test,4103,29,21,0.0070679990251035826
main,150,90,30,cons_2023-12-31,strict,train,7408,32,20,0.004319654427645789
main,150,90,30,cons_2023-12-31,strict,valid,2180,8,6,0.003669724770642202
main,150,90,30,cons_2023-12-31,strict,test,4103,29,21,0.0070679990251035826
main,150,90,30,e0a_2024-12-31,none,train,7408,32,20,0.004319654427645789
main,150,90,30,e0a_2024-12-31,none,valid,2180,8,6,0.003669724770642202
main,150,90,30,e0a_2024-12-31,none,test,4540,30,21,0.006607929515418502
main,150,90,30,e0a_2024-12-31,strict,train,7408,32,20,0.004319654427645789
main,150,90,30,e0a_2024-12-31,strict,valid,2180,8,6,0.003669724770642202
main,150,90,30,e0a_2024-12-31,strict,test,4540,30,21,0.006607929515418502
main,150,90,365,cons_2023-12-31,none,train,13289,67,41,0.005041763864850628
main,150,90,365,cons_2023-12-31,none,valid,3660,12,8,0.003278688524590164
main,150,90,365,cons_2023-12-31,none,test,7349,43,29,0.005851136209008029
main,150,90,365,cons_2023-12-31,strict,train,13289,67,41,0.005041763864850628
main,150,90,365,cons_2023-12-31,strict,valid,3660,12,8,0.003278688524590164
main,150,90,365,cons_2023-12-31,strict,test,7349,43,29,0.005851136209008029
main,150,90,365,e0a_2024-12-31,none,train,13289,67,41,0.005041763864850628
main,150,90,365,e0a_2024-12-31,none,valid,3660,12,8,0.003278688524590164
main,150,90,365,e0a_2024-12-31,none,test,8011,44,29,0.005492447884159281
main,150,90,365,e0a_2024-12-31,strict,train,13289,67,41,0.005041763864850628
main,150,90,365,e0a_2024-12-31,strict,valid,3660,12,8,0.003278688524590164
main,150,90,365,e0a_2024-12-31,strict,test,8011,44,29,0.005492447884159281
main,150,90,730,cons_2023-12-31,none,train,15159,69,41,0.004551751434791213
main,150,90,730,cons_2023-12-31,none,valid,4360,13,8,0.002981651376146789
main,150,90,730,cons_2023-12-31,none,test,8870,45,30,0.005073280721533258
main,150,90,730,cons_2023-12-31,strict,train,15159,69,41,0.004551751434791213
main,150,90,730,cons_2023-12-31,strict,valid,4360,13,8,0.002981651376146789
main,150,90,730,cons_2023-12-31,strict,test,8870,45,30,0.005073280721533258
main,150,90,730,e0a_2024-12-31,none,train,15159,69,41,0.004551751434791213
main,150,90,730,e0a_2024-12-31,none,valid,4360,13,8,0.002981651376146789
main,150,90,730,e0a_2024-12-31,none,test,9689,46,30,0.00474765197646816
main,150,90,730,e0a_2024-12-31,strict,train,15159,69,41,0.004551751434791213
main,150,90,730,e0a_2024-12-31,strict,valid,4360,13,8,0.002981651376146789
main,150,90,730,e0a_2024-12-31,strict,test,9689,46,30,0.00474765197646816
main,150,90,INF,cons_2023-12-31,none,train,16434,69,41,0.004198612632347572
main,150,90,INF,cons_2023-12-31,none,valid,5826,15,9,0.0025746652935118436
main,150,90,INF,cons_2023-12-31,none,test,12647,45,30,0.0035581560844469046
main,150,90,INF,cons_2023-12-31,strict,train,16434,69,41,0.004198612632347572
main,150,90,INF,cons_2023-12-31,strict,valid,5826,15,9,0.0025746652935118436
main,150,90,INF,cons_2023-12-31,strict,test,12647,45,30,0.0035581560844469046
main,150,90,INF,e0a_2024-12-31,none,train,16434,69,41,0.004198612632347572
main,150,90,INF,e0a_2024-12-31,none,valid,5826,15,9,0.0025746652935118436
main,150,90,INF,e0a_2024-12-31,none,test,13899,46,30,0.003309590618030074
main,150,90,INF,e0a_2024-12-31,strict,train,16434,69,41,0.004198612632347572
main,150,90,INF,e0a_2024-12-31,strict,valid,5826,15,9,0.0025746652935118436
main,150,90,INF,e0a_2024-12-31,strict,test,13899,46,30,0.003309590618030074
main,365,0,30,cons_2023-12-31,none,train,7408,231,82,0.031182505399568034
main,365,0,30,cons_2023-12-31,none,valid,2180,88,33,0.04036697247706422
main,365,0,30,cons_2023-12-31,none,test,2230,113,42,0.050672645739910316
main,365,0,30,cons_2023-12-31,strict,train,6611,191,56,0.028891241869611253
main,365,0,30,cons_2023-12-31,strict,valid,0,0,0,
main,365,0,30,cons_2023-12-31,strict,test,2230,113,42,0.050672645739910316
main,365,0,30,e0a_2024-12-31,none,train,7408,231,82,0.031182505399568034
main,365,0,30,e0a_2024-12-31,none,valid,2180,88,33,0.04036697247706422
main,365,0,30,e0a_2024-12-31,none,test,4540,249,74,0.05484581497797357
main,365,0,30,e0a_2024-12-31,strict,train,6611,191,56,0.028891241869611253
main,365,0,30,e0a_2024-12-31,strict,valid,0,0,0,
main,365,0,30,e0a_2024-12-31,strict,test,4540,249,74,0.05484581497797357
main,365,0,365,cons_2023-12-31,none,train,13289,442,96,0.033260591466626535
main,365,0,365,cons_2023-12-31,none,valid,3660,113,36,0.03087431693989071
main,365,0,365,cons_2023-12-31,none,test,4102,173,50,0.04217454900048757
main,365,0,365,cons_2023-12-31,strict,train,10491,294,82,0.02802402058907635
